epoch,grad/last_mlp,grad/lm_head,grad/q_head,grad/total_norm,step,train/accuracy,train/early_halt_rate,train/exact_accuracy,train/lm_loss,train/lr,train/q_halt_accuracy,train/q_halt_loss,train/steps,val/accuracy,val/exact_accuracy,val/lm_loss,val/loss,val/q_halt_accuracy,val/q_halt_loss,val/steps
49,0.16018417477607727,0.1509973257780075,0.006218381691724062,0.37918663024902344,49,,,,,2.4500000108673703e-06,,,,,,,,,,
99,0.15335752069950104,0.14296406507492065,0.006239481270313263,0.36672815680503845,99,,,,,4.949999947712058e-06,,,,,,,,,,
99,,,,,99,,,,,,,,,0.08161330223083496,0.0,2.6626622676849365,2.666019916534424,1.0,0.006715297698974609,16.0
149,0.14441433548927307,0.1408543437719345,0.006927981972694397,0.3575867712497711,149,,,,,7.449999884556746e-06,,,,,,,,,,
199,0.13239282369613647,0.14137674868106842,0.00829373113811016,0.3444522023200989,199,,,,,9.950000276148785e-06,,,,,,,,,,
199,,,,,199,,,,,,,,,0.08424318581819534,0.0,2.6496758460998535,2.653033494949341,1.0,0.006715297698974609,16.0
249,0.11066564917564392,0.12998731434345245,0.01287278812378645,0.32047250866889954,249,,,,,1.2450000212993473e-05,,,,,,,,,,
299,0.0738382339477539,0.09079554677009583,0.01963501237332821,0.244724303483963,299,,,,,1.495000014983816e-05,,,,,,,,,,
299,,,,,299,,,,,,,,,0.0896090567111969,0.0,2.61897349357605,2.622330665588379,1.0,0.006714271381497383,16.0
349,0.03874044120311737,0.042148739099502563,0.02277609333395958,0.12283915281295776,349,,,,,1.745000008668285e-05,,,,,,,,,,
399,0.03395254909992218,0.03204704448580742,0.019764328375458717,0.09400603920221329,399,0.21465086936950684,0.0,0.0,2.157383095237633,1.9949999114032835e-05,1.0,0.0026894300244748592,16.0,,,,,,,
399,,,,,399,,,,,,,,,0.09927342087030411,0.0,2.571431875228882,2.5747487545013428,1.0,0.0066336155869066715,16.0
