epoch,grad/last_mlp,grad/lm_head,grad/q_head,grad/total_norm,step,train/accuracy,train/early_halt_rate,train/exact_accuracy,train/lm_loss,train/lr,train/q_halt_accuracy,train/q_halt_loss,train/steps,val/accuracy,val/exact_accuracy,val/lm_loss,val/loss,val/q_halt_accuracy,val/q_halt_loss,val/steps
6444,0.046393729746341705,0.005553323309868574,0.01750076748430729,0.26470786333084106,19049,0.9090318083763123,1.0,0.6842105388641357,0.7242377366507218,7.22478871466592e-05,0.9473684430122375,0.0035660513676702976,8.1578950881958,,,,,,,
6494,0.06572427600622177,0.006778324488550425,0.01680009253323078,0.40237683057785034,19099,0.8160810470581055,1.0,0.43589743971824646,0.7288518268854941,7.210225885501131e-05,0.9743589758872986,0.0036401930265128613,11.84615421295166,,,,,,,
6499,,,,,19104,,,,,,,,,0.7233571410179138,0.20416666567325592,0.6538898348808289,0.6618580222129822,0.9979166388511658,0.015936532989144325,16.0
6544,0.04360463097691536,0.0061111003160476685,0.01591784507036209,0.2716310918331146,19149,0.8166783452033997,1.0,0.4528301954269409,0.7062176552239856,7.195639045676216e-05,0.9811320900917053,0.011172857135534286,11.113207817077637,,,,,,,
6594,0.09522510319948196,0.008165762759745121,0.013096572831273079,0.434139221906662,19199,0.8431070446968079,1.0,0.53125,0.6861702519243909,7.181029650382698e-05,1.0,0.004147570580244064,10.802083015441895,,,,,,,
6599,,,,,19204,,,,,,,,,0.7331951260566711,0.22109374403953552,0.6322766542434692,0.6391486525535583,0.9976562261581421,0.013744073919951916,16.0
6644,0.05907351151108742,0.006541498005390167,0.01661279983818531,0.38350793719291687,19249,0.826326310634613,1.0,0.45945945382118225,0.7000933391188884,7.166397699620575e-05,1.0,0.011009979993104935,11.41891860961914,,,,,,,
6694,0.07465901970863342,0.005319321993738413,0.014695506542921066,0.5395466089248657,19299,0.7970951795578003,1.0,0.3294117748737335,0.6913417583067136,7.151743193389848e-05,0.9882352948188782,0.004376503638923168,12.282353401184082,,,,,,,
6699,,,,,19304,,,,,,,,,0.7439203858375549,0.24427083134651184,0.6092997193336487,0.614340603351593,0.9979166388511658,0.010081682354211807,16.0
6744,0.18523578345775604,0.010309098288416862,0.05693892762064934,1.1124151945114136,19349,0.8323769569396973,1.0,0.5070422291755676,0.6970428851617856,7.137065404094756e-05,0.9577465057373047,0.03747270628809929,11.211267471313477,,,,,,,
6794,0.10701937228441238,0.006310577504336834,0.009657313115894794,0.8124282956123352,19399,0.7625831365585327,1.0,0.24358974397182465,0.706304687929914,7.122365786926821e-05,1.0,0.0026494241319596767,13.089743614196777,,,,,,,
6799,,,,,19404,,,,,,,,,0.750610888004303,0.25703126192092896,0.5931396484375,0.5979350209236145,0.9989583492279053,0.009590876288712025,16.0
6844,0.1599968671798706,0.005973819177597761,0.031577445566654205,0.9174955487251282,19449,0.820046067237854,1.0,0.4237288236618042,0.7021294754550822,7.107643614290282e-05,1.0,0.014515828341245651,11.084745407104492,,,,,,,
6894,0.08538433909416199,0.005076184403151274,0.023320751264691353,0.5411704182624817,19499,0.8003848195075989,1.0,0.3896103799343109,0.7011679542988812,7.092899613780901e-05,1.0,0.00884295254945755,11.792207717895508,,,,,,,
6899,,,,,19504,,,,,,,,,0.7593042850494385,0.2822916805744171,0.5752195119857788,0.5790873169898987,0.999218761920929,0.007735489867627621,16.0
6944,0.08564024418592453,0.005858825985342264,0.027681922540068626,0.37973901629447937,19549,0.8402323722839355,1.0,0.5,0.7068654792004914,7.078133785398677e-05,0.9852941036224365,0.006038724444806576,10.426470756530762,,,,,,,
6994,0.06998611241579056,0.006793455686420202,0.012590759433805943,0.3701859712600708,19599,0.847064733505249,1.0,0.5510203838348389,0.7077140101305172,7.06334612914361e-05,1.0,0.0038687693886458874,10.387755393981934,,,,,,,
6999,,,,,19604,,,,,,,,,0.766518771648407,0.30078125,0.5602712631225586,0.564452052116394,0.9981771111488342,0.008361632004380226,16.0
7044,0.07941597700119019,0.0067156231962144375,0.010099103674292564,0.5237781405448914,19649,0.8081671595573425,1.0,0.4423076808452606,0.7058613164705028,7.048537372611463e-05,1.0,0.002623342676088214,11.038461685180664,,,,,,,
7094,0.1024928092956543,0.0067617278546094894,0.023014862090349197,0.6117371916770935,19699,0.775753915309906,1.0,0.32786884903907776,0.7093170212986976,7.033706788206473e-05,1.0,0.012352854013442993,12.327868461608887,,,,,,,
7099,,,,,19704,,,,,,,,,0.7739004492759705,0.31979167461395264,0.5472964644432068,0.5514270663261414,0.9997395873069763,0.008261212147772312,16.0
7144,0.20514227449893951,0.0069123138673603535,0.012617024593055248,1.361420750617981,19749,0.8308308124542236,1.0,0.4324324429035187,0.6949676168926567,7.018855103524402e-05,1.0,0.00457169720903039,11.405405044555664,,,,,,,
7194,0.12409596145153046,0.005742570850998163,0.029755976051092148,0.5857968926429749,19799,0.7742204666137695,1.0,0.33898305892944336,0.7077271654321949,7.00398231856525e-05,1.0,0.0058187460526824,12.220338821411133,,,,,,,
7199,,,,,19804,,,,,,,,,0.780497670173645,0.3385416567325592,0.5353771448135376,0.5387681126594543,0.999218761920929,0.006782050710171461,16.0
7244,0.12086977809667587,0.006221971940249205,0.032625991851091385,0.8307275176048279,19849,0.8185185194015503,1.0,0.4714285731315613,0.6980764942557214,6.989088433329016e-05,0.9857142567634583,0.01726314052939415,10.857142448425293,,,,,,,
7294,0.13643980026245117,0.006294590421020985,0.03203342854976654,0.7613391280174255,19899,0.847804069519043,1.0,0.5081967115402222,0.6963351298466478,6.974173447815701e-05,1.0,0.020684864372015,9.721311569213867,,,,,,,
7299,,,,,19904,,,,,,,,,0.7864036560058594,0.35546875,0.5233843326568604,0.5262771248817444,0.9994791746139526,0.005785532761365175,16.0
7344,0.10562096536159515,0.006769647356122732,0.019074443727731705,0.48229384422302246,19949,0.8505523204803467,1.0,0.5438596606254578,0.6962721378873182,6.959238817216828e-05,1.0,0.004321523942053318,9.614034652709961,,,,,,,
7394,0.1581907570362091,0.0068190693855285645,0.04699540138244629,1.1108993291854858,19999,0.8454384803771973,1.0,0.5194805264472961,0.6966196317028077,6.944283086340874e-05,0.9740259647369385,0.021160323172807693,10.597402572631836,,,,,,,
7399,,,,,20004,,,,,,,,,0.7917470335960388,0.3721354305744171,0.5131770968437195,0.5161792635917664,1.0,0.006004311144351959,16.0
7444,0.14058926701545715,0.00910191610455513,0.016643252223730087,0.716147243976593,20049,0.8597081899642944,1.0,0.5454545617103577,0.7056141868907364,6.929306982783601e-05,0.9740259647369385,0.01202353648841381,9.98701286315918,,,,,,,
7494,0.11573342233896255,0.006283123511821032,0.016975123435258865,0.6924765110015869,20099,0.8469135761260986,1.0,0.5,0.6949497890874992,6.914311234140769e-05,0.9833333492279053,0.004990984685719013,10.016666412353516,,,,,,,
7499,,,,,20104,,,,,,,,,0.7967271208763123,0.38619792461395264,0.5045883655548096,0.5082820653915405,0.9994791746139526,0.007387454155832529,16.0
7544,0.23700590431690216,0.0062659140676259995,0.027829859405755997,1.2943047285079956,20149,0.8302469253540039,1.0,0.47058823704719543,0.6939733430850158,6.899295112816617e-05,1.0,0.015561560168862343,10.647058486938477,,,,,,,
7594,0.06346055865287781,0.00614316388964653,0.013018396683037281,0.3824789226055145,20199,0.810599148273468,1.0,0.37804877758026123,0.6958724469745701,6.884259346406907e-05,1.0,0.003556556534022093,11.439023971557617,,,,,,,
7599,,,,,20204,,,,,,,,,0.8010576963424683,0.4000000059604645,0.49573877453804016,0.49870651960372925,0.9997395873069763,0.005935511086136103,16.0
