epoch,grad/last_mlp,grad/lm_head,grad/q_head,grad/total_norm,step,train/accuracy,train/early_halt_rate,train/exact_accuracy,train/lm_loss,train/lr,train/q_halt_accuracy,train/q_halt_loss,train/steps,val/accuracy,val/exact_accuracy,val/lm_loss,val/loss,val/q_halt_accuracy,val/q_halt_loss,val/steps
0,1.195733904838562,0.7103027105331421,0.01671496406197548,3.0866875648498535,49,0.14453125,0.0,0.0,2.1131354556632704,2.4500000108673703e-06,1.0,0.006715297698974609,16.0,,,,,,,
0,1.1953293085098267,0.6714808940887451,0.01682407781481743,3.083482503890991,99,0.1484375,0.0,0.0,2.1001779822825184,4.949999947712058e-06,1.0,0.006715297698974609,16.0,,,,,,,
0,1.158194899559021,0.6633428931236267,0.015458407811820507,2.979405403137207,149,0.17578125,0.0,0.0,2.0008916555753213,7.449999884556746e-06,1.0,0.006560802459716797,16.0,,,,,,,
0,1.1912841796875,0.6723097562789917,0.016027729958295822,3.0733442306518555,199,0.23046875,0.0,0.0,1.9455200331315745,9.950000276148785e-06,1.0,0.006491035223007202,16.0,,,,,,,
0,1.1357637643814087,0.6734185814857483,0.01601417176425457,2.926079750061035,249,0.228515625,0.0,0.0,1.8508197951547762,1.2450000212993473e-05,1.0,0.006299525499343872,16.0,,,,,,,
0,1.0356420278549194,0.6287912726402283,0.017780767753720284,2.7032504081726074,299,0.259765625,0.0,0.0,1.7094970107872907,1.495000014983816e-05,1.0,0.005945086479187012,16.0,,,,,,,
1,0.8890626430511475,0.5446773767471313,0.020076125860214233,2.364471912384033,349,0.263671875,0.0,0.0,1.593862947145778,1.745000008668285e-05,1.0,0.005294963717460632,16.0,,,,,,,
1,0.6575387120246887,0.425167977809906,0.021064631640911102,1.741214632987976,399,0.306640625,0.0,0.0,1.4276749296411049,1.9949999114032835e-05,1.0,0.004255637526512146,16.0,,,,,,,
1,0.3983793556690216,0.26982569694519043,0.022230682894587517,1.0091394186019897,449,0.34375,0.0,0.0,1.381798969466904,2.2449999960372224e-05,1.0,0.0032170265913009644,16.0,,,,,,,
1,0.2779277563095093,0.19504769146442413,0.018407568335533142,0.6855099201202393,499,0.40234375,0.0,0.0,1.3548968808762212,2.4950000806711614e-05,1.0,0.002250373363494873,16.0,,,,,,,
1,0.27961990237236023,0.1842317283153534,0.014062583446502686,0.7046538591384888,549,0.458984375,0.0,0.0,1.2877098421754056,2.74499998340616e-05,1.0,0.001657634973526001,16.0,,,,,,,
1,0.35316818952560425,0.23144662380218506,0.010664300061762333,0.9158806800842285,599,0.5,0.0,0.0,1.1970842448862853,2.995000068040099e-05,1.0,0.0013071894645690918,16.0,,,,,,,
2,0.4560956656932831,0.3258951008319855,0.00757115101441741,1.2112354040145874,649,0.5703125,0.0,0.0,1.0242883335322075,3.2449999707750976e-05,1.0,0.0009190291166305542,16.0,,,,,,,
2,0.44022104144096375,0.2556403577327728,0.006250706966966391,1.1998066902160645,699,0.65234375,0.0,0.0,0.9232587996623072,3.4950000554090366e-05,1.0,0.0010524839162826538,16.0,,,,,,,
2,0.3866710960865021,0.23928490281105042,0.006744430400431156,1.1154948472976685,749,0.724609375,0.0,0.0,0.7531898004931818,3.7450001400429755e-05,1.0,0.0010889023542404175,16.0,,,,,,,
2,0.3367457985877991,0.21428892016410828,0.34834054112434387,1.0204297304153442,799,0.822265625,0.0,0.03125,0.5361400936812539,3.994999860879034e-05,0.96875,0.2023903727531433,16.0,,,,,,,
2,0.3882559835910797,0.24804207682609558,0.7658497095108032,1.3633337020874023,849,0.884765625,0.0,0.25,0.3923093427587179,4.244999945512973e-05,0.75,1.3007316589355469,16.0,,,,,,,
2,0.32922273874282837,0.17109812796115875,0.8911597728729248,1.3037036657333374,899,0.890625,0.0,0.28125,0.3823162380606133,4.495000030146912e-05,0.71875,1.2719117403030396,16.0,,,,,,,
3,0.34057238698005676,0.15418781340122223,2.4687283039093018,2.66975998878479,949,0.94140625,0.0,0.59375,0.2839402441905492,4.745000114780851e-05,0.40625,1.8573851585388184,16.0,,,,,,,
3,0.3326202630996704,0.17656652629375458,3.1553397178649902,3.2571167945861816,999,0.9609375,0.0,0.71875,0.20680288099507607,4.994999835616909e-05,0.28125,1.165574073791504,16.0,,,,,,,
3,0.2741581201553345,0.19908979535102844,2.354340076446533,2.4440791606903076,1049,0.9659090638160706,1.0,0.6363636255264282,0.22969675301865425,5.244999920250848e-05,0.6363636255264282,0.7014521360397339,4.545454502105713,,,,,,,
3,0.25746825337409973,0.1304541975259781,0.41865473985671997,0.9114116430282593,1099,0.8916666507720947,1.0,0.46666666865348816,0.2847875308721555,5.495000004884787e-05,0.46666666865348816,0.7042219042778015,1.2666666507720947,,,,,,,
3,0.2377878874540329,0.1144505962729454,0.6800136566162109,1.041834831237793,1149,0.9399999976158142,1.0,0.6800000071525574,0.2619036402943178,5.745000089518726e-05,0.6800000071525574,0.5436834692955017,1.6399999856948853,,,,,,,
3,0.38561344146728516,0.10470689088106155,1.3249469995498657,2.0623891353607178,1199,0.9895833134651184,1.0,0.875,0.1784402671140366,5.995000174152665e-05,0.875,0.4563992917537689,1.125,,,,,,,
4,0.38685643672943115,0.10511934012174606,1.1822924613952637,1.969468116760254,1249,0.9719827771186829,1.0,0.8275862336158752,0.13286532315154342,6.245000258786604e-05,0.8275862336158752,0.521416187286377,1.3448275327682495,,,,,,,
4,0.3496302664279938,0.0847678855061531,0.6150892376899719,1.2312846183776855,1299,0.9807692170143127,1.0,0.8846153616905212,0.12747091130609686,6.494999979622662e-05,0.8846153616905212,0.34234529733657837,1.307692289352417,,,,,,,
4,0.20529170334339142,0.06970220804214478,0.2597106397151947,0.7153187990188599,1349,0.9624999761581421,1.0,0.8666666746139526,0.1616238769511259,6.74499970045872e-05,0.8666666746139526,0.2734082341194153,1.2666666507720947,,,,,,,
4,0.2151760309934616,0.036698222160339355,0.40276843309402466,0.8335310816764832,1399,0.9666666388511658,1.0,0.8999999761581421,0.23840953803559906,6.99500014889054e-05,0.8999999761581421,0.2159261405467987,1.2999999523162842,,,,,,,
4,0.2213204801082611,0.06302020698785782,0.5986084938049316,1.1570501327514648,1449,0.9866071343421936,1.0,0.8928571343421936,0.08743231545412825,7.244999869726598e-05,0.8928571343421936,0.2706586718559265,1.1428571939468384,,,,,,,
4,0.3569323718547821,0.04817275330424309,0.575494647026062,1.6110588312149048,1499,0.9977678656578064,1.0,0.9642857313156128,0.07304765768435106,7.495000318158418e-05,0.9642857313156128,0.13742414116859436,1.1071428060531616,,,,,,,
4,0.25861039757728577,0.03894949331879616,0.3258949816226959,0.9507701396942139,1549,1.0,1.0,1.0,0.06500989799763049,7.745000038994476e-05,1.0,0.1828974038362503,1.1739130020141602,,,,,,,
5,0.14475220441818237,0.06004387140274048,0.2244579941034317,0.535664975643158,1599,0.9903846383094788,1.0,0.8846153616905212,0.09136759111461926,7.994999759830534e-05,0.8846153616905212,0.2714959979057312,1.192307710647583,,,,,,,
5,0.21839678287506104,0.039788585156202316,0.3039100468158722,0.8282201886177063,1649,0.9955357313156128,1.0,0.9285714030265808,0.06494917805631416,8.245000208262354e-05,0.9285714030265808,0.24502670764923096,1.0714285373687744,,,,,,,
5,0.18320830166339874,0.026461398229002953,0.4552360475063324,0.9450073838233948,1699,0.9888392686843872,1.0,0.9285714030265808,0.08961045849340804,8.494999929098412e-05,0.9285714030265808,0.2041431963443756,1.0714285373687744,,,,,,,
5,0.19892333447933197,0.05287153273820877,0.23789256811141968,0.7700753211975098,1749,0.9919354915618896,1.0,0.9677419066429138,0.06126277224413956,8.74499964993447e-05,0.9677419066429138,0.12071891129016876,1.419354796409607,,,,,,,
5,0.28713634610176086,0.08316680788993835,0.44983431696891785,1.2190017700195312,1799,0.9791666865348816,1.0,0.9259259104728699,0.11361434553187799,8.99500009836629e-05,0.9259259104728699,0.17157286405563354,1.296296238899231,,,,,,,
5,0.11086420714855194,0.02083294652402401,0.29054075479507446,0.5642847418785095,1849,0.9814814925193787,1.0,0.9629629850387573,0.14187942145188998,9.244999819202349e-05,0.9629629850387573,0.24619153141975403,1.2222222089767456,,,,,,,
6,0.2153572291135788,0.025487510487437248,0.21073392033576965,0.9182094931602478,1899,1.0,1.0,1.0,0.15654135583585616,9.495000267634168e-05,1.0,0.06574521213769913,1.0370370149612427,,,,,,,
6,0.19864757359027863,0.038051679730415344,0.24968986213207245,0.8424791097640991,1949,1.0,1.0,1.0,0.022446529222227125,9.744999988470227e-05,1.0,0.009454005397856236,1.0333333015441895,,,,,,,
6,0.2744687497615814,0.05505043640732765,0.4996798634529114,1.085465669631958,1999,1.0,1.0,1.0,0.03292496158573867,9.994999709306285e-05,1.0,0.03318743407726288,1.137930989265442,,,,,,,
6,0.15303833782672882,0.024585707113146782,0.2354128658771515,0.620957612991333,2049,1.0,1.0,1.0,0.018820265531594556,9.999999747378752e-05,1.0,0.013500427827239037,1.0,,,,,,,
6,0.12975256145000458,0.03394412621855736,0.10045703500509262,0.4844902455806732,2099,0.9729166626930237,1.0,0.8999999761581421,0.14340153665501235,9.999999747378752e-05,0.8999999761581421,0.2593989968299866,1.100000023841858,,,,,,,
6,0.18391607701778412,0.038575515151023865,0.15285615622997284,0.8409357666969299,2149,1.0,1.0,1.0,0.023316680623105466,9.999999747378752e-05,1.0,0.01049778237938881,1.25,,,,,,,
7,0.23015441000461578,0.038265276700258255,0.4188159704208374,1.1521602869033813,2199,1.0,1.0,1.0,0.01792247255683453,9.999999747378752e-05,1.0,0.0234417375177145,1.0714285373687744,,,,,,,
7,0.049922678619623184,0.01033493597060442,0.1051439717411995,0.23650169372558594,2249,1.0,1.0,1.0,0.05514692734098338,9.999999747378752e-05,1.0,0.16266338527202606,1.1363636255264282,,,,,,,
7,0.2272738367319107,0.05779550224542618,0.15007056295871735,0.9755913019180298,2299,1.0,1.0,1.0,0.09413214475865153,9.999999747378752e-05,1.0,0.0651024803519249,1.115384578704834,,,,,,,
7,0.25524264574050903,0.05295092239975929,0.2243763953447342,1.1232662200927734,2349,1.0,1.0,1.0,0.029168702179982686,9.999999747378752e-05,1.0,0.02629445493221283,1.2142857313156128,,,,,,,
7,0.13636034727096558,0.038313668221235275,0.2263966053724289,0.610885500907898,2399,1.0,1.0,1.0,0.016002339804164527,9.999999747378752e-05,1.0,0.0622018501162529,1.0967742204666138,,,,,,,
7,0.03563961014151573,0.01493410486727953,0.051918890327215195,0.14342550933361053,2449,1.0,1.0,1.0,0.08784651699992127,9.999999747378752e-05,1.0,0.07223697006702423,1.0,,,,,,,
8,0.09745992720127106,0.010202274657785892,0.20323719084262848,0.4398174285888672,2499,1.0,1.0,1.0,0.01496942717712987,9.999999747378752e-05,1.0,0.0017335277516394854,1.137930989265442,,,,,,,
8,0.16793876886367798,0.012313536368310452,0.32829615473747253,0.7499276995658875,2549,1.0,1.0,1.0,0.015596874447988544,9.999999747378752e-05,1.0,0.008584655821323395,1.1428571939468384,,,,,,,
8,0.17643442749977112,0.03440667316317558,0.4498794376850128,0.7778809070587158,2599,1.0,1.0,1.0,0.04229913518098698,9.999999747378752e-05,1.0,0.022450929507613182,1.137930989265442,,,,,,,
8,0.17653436958789825,0.039375100284814835,0.3312889635562897,0.8253071308135986,2649,0.9732142686843872,1.0,0.9285714030265808,0.14395589307742895,9.999999747378752e-05,0.9285714030265808,0.2800103425979614,1.4285714626312256,,,,,,,
8,0.05058002844452858,0.009901314973831177,0.10295869410037994,0.2443898767232895,2699,0.9972826242446899,1.0,0.95652174949646,0.018295744530533883,9.999999747378752e-05,0.95652174949646,0.03447471931576729,1.1304347515106201,,,,,,,
8,0.27093741297721863,0.029975824058055878,0.6293971538543701,1.2621028423309326,2749,1.0,1.0,1.0,0.0995993377735146,9.999999747378752e-05,1.0,0.1154586523771286,1.1200000047683716,,,,,,,
8,0.12562888860702515,0.008019979111850262,0.2659302055835724,0.5544459819793701,2799,1.0,1.0,1.0,0.01952363160546086,9.999999747378752e-05,1.0,0.019679799675941467,1.137930989265442,,,,,,,
9,0.00848445575684309,0.006301713176071644,0.03650684654712677,0.05236654728651047,2849,0.9977678656578064,1.0,0.9642857313156128,0.015394815829564059,9.999999747378752e-05,0.9642857313156128,0.04402996599674225,1.0,,,,,,,
9,0.09893868118524551,0.021759673953056335,0.05672139301896095,0.44274410605430603,2899,1.0,1.0,1.0,0.08125824812311042,9.999999747378752e-05,1.0,0.05252387374639511,1.2307692766189575,,,,,,,
9,0.008102486841380596,0.007441970519721508,0.006625102832913399,0.028178615495562553,2949,0.973557710647583,1.0,0.9230769276618958,0.11133018558472312,9.999999747378752e-05,0.9230769276618958,0.23545943200588226,1.192307710647583,,,,,,,
9,0.1651298701763153,0.013471282087266445,0.4755541980266571,0.9036903977394104,2999,1.0,1.0,1.0,0.011232529887651646,9.999999747378752e-05,1.0,0.006300522945821285,1.0666667222976685,,,,,,,
9,0.004319185856729746,0.005935494787991047,0.017492199316620827,0.022122349590063095,3049,1.0,1.0,1.0,0.01082512041858329,9.999999747378752e-05,1.0,0.003015826689079404,1.1333333253860474,,,,,,,
9,0.23175187408924103,0.08702325820922852,0.37249064445495605,0.9769291877746582,3099,1.0,1.0,1.0,0.01104769347384599,9.999999747378752e-05,1.0,0.011704806238412857,1.1071428060531616,,,,,,,
9,,,,,3119,,,,,,,,,0.9986138939857483,0.9969757795333862,0.024548329412937164,0.04173504561185837,0.9979838728904724,0.034373436123132706,16.0
10,0.00447270181030035,0.005832042079418898,0.010261335410177708,0.01591941900551319,3149,1.0,1.0,1.0,0.01009256009027933,9.999999747378752e-05,1.0,0.008705535903573036,1.0714285373687744,,,,,,,
10,0.09528755396604538,0.020019743591547012,0.09157175570726395,0.36682018637657166,3199,1.0,1.0,1.0,0.010241068256876323,9.999999747378752e-05,1.0,0.002140671480447054,1.1071428060531616,,,,,,,
10,0.008029188960790634,0.005266319960355759,0.01948988437652588,0.03858058154582977,3249,1.0,1.0,1.0,0.016658708963537466,9.999999747378752e-05,1.0,0.014827731065452099,1.1111111640930176,,,,,,,
10,0.1091795489192009,0.0307682566344738,0.1681351512670517,0.4766641855239868,3299,1.0,1.0,1.0,0.010000787619364869,9.999999747378752e-05,1.0,0.0007024021469987929,1.2142857313156128,,,,,,,
10,0.016974644735455513,0.004445608705282211,0.05316917598247528,0.09617021679878235,3349,1.0,1.0,1.0,0.12814972924623352,9.999999747378752e-05,1.0,0.14356166124343872,1.192307710647583,,,,,,,
10,0.1739688515663147,0.04119259491562843,0.22752103209495544,0.8319900035858154,3399,1.0,1.0,1.0,0.009225876223659946,9.999999747378752e-05,1.0,0.004180319607257843,1.034482717514038,,,,,,,
11,0.07463535666465759,0.017810966819524765,0.13562561571598053,0.3356495499610901,3449,0.9979166388511658,1.0,0.9666666388511658,0.011905783331330345,9.999999747378752e-05,0.9666666388511658,0.0852028951048851,1.1333333253860474,,,,,,,
11,0.013351239264011383,0.005531174596399069,0.03645207732915878,0.059030599892139435,3499,1.0,1.0,1.0,0.009176541424411632,9.999999747378752e-05,1.0,0.0020282340701669455,1.1785714626312256,,,,,,,
11,0.0038859702181071043,0.004509462509304285,0.009956731460988522,0.01265808567404747,3549,0.9979838728904724,1.0,0.9677419066429138,0.01578919943911961,9.999999747378752e-05,0.9677419066429138,0.04408690705895424,1.0322580337524414,,,,,,,
11,0.13372613489627838,0.005205800291150808,0.3250375986099243,0.6379300355911255,3599,1.0,1.0,1.0,0.010175825827786356,9.999999747378752e-05,1.0,0.034275054931640625,1.1111111640930176,,,,,,,
11,0.03335981070995331,0.006657287012785673,0.0789453387260437,0.16185860335826874,3649,1.0,1.0,1.0,0.10825098558884018,9.999999747378752e-05,1.0,0.007110566832125187,1.1034482717514038,,,,,,,
11,0.03329185023903847,0.006151137873530388,0.07700810581445694,0.14541755616664886,3699,1.0,1.0,1.0,0.00856403988766771,9.999999747378752e-05,1.0,0.0008087382302619517,1.137930989265442,,,,,,,
12,0.052199386060237885,0.003836059710010886,0.09050974249839783,0.24483318626880646,3749,0.984375,1.0,0.9642857313156128,0.06959511667378832,9.999999747378752e-05,0.9642857313156128,0.03348735347390175,1.25,,,,,,,
12,0.1279831826686859,0.011563673615455627,0.3453458249568939,0.5781922340393066,3799,1.0,1.0,1.0,0.033632773003101774,9.999999747378752e-05,1.0,0.03780985623598099,1.1428571939468384,,,,,,,
12,0.1867465227842331,0.009043026715517044,0.31339070200920105,0.9838631749153137,3849,1.0,1.0,1.0,0.0076422294021022096,9.999999747378752e-05,1.0,0.002603657776489854,1.100000023841858,,,,,,,
12,0.0019749021157622337,0.003150220727548003,0.008091583847999573,0.009751294739544392,3899,1.0,1.0,1.0,0.007191266369309524,9.999999747378752e-05,1.0,0.0010380956809967756,1.034482717514038,,,,,,,
12,0.06601794064044952,0.0038783771451562643,0.18145444989204407,0.34255048632621765,3949,1.0,1.0,1.0,0.008644326098555373,9.999999747378752e-05,1.0,0.014430169947445393,1.0714285373687744,,,,,,,
12,0.009338687174022198,0.0032661722507327795,0.027066247537732124,0.0456477515399456,3999,1.0,1.0,1.0,0.006911730113903952,9.999999747378752e-05,1.0,0.0017442955868318677,1.0967742204666138,,,,,,,
12,0.16336123645305634,0.019360288977622986,0.3661454916000366,0.8140302896499634,4049,1.0,1.0,1.0,0.009223989211592667,9.999999747378752e-05,1.0,0.031384505331516266,1.076923131942749,,,,,,,
