epoch,grad/last_mlp,grad/lm_head,grad/q_head,grad/total_norm,step,train/accuracy,train/early_halt_rate,train/exact_accuracy,train/lm_loss,train/lr,train/q_halt_accuracy,train/q_halt_loss,train/steps,val/accuracy,val/exact_accuracy,val/lm_loss,val/loss,val/q_halt_accuracy,val/q_halt_loss,val/steps
0,1.3464927673339844,1.0200247764587402,0.02267310582101345,2.707512378692627,0,0.140625,0.0,0.0,2.1560946543701807,0.0,1.0,0.006715297698974609,1.0,,,,,,,
0,1.3464927673339844,1.0200247764587402,0.02267310582101345,2.707512378692627,1,0.125,0.0,0.0,2.051030303014974,5.000000058430487e-08,1.0,0.006715297698974609,1.0,,,,,,,
0,1.3464927673339844,1.0200247764587402,0.02267310582101345,2.707512378692627,2,0.125,0.0,0.0,2.042673336103735,1.0000000116860974e-07,1.0,0.006715297698974609,1.0,,,,,,,
0,1.3464927673339844,1.0200247764587402,0.02267310582101345,2.707512378692627,3,0.09375,0.0,0.0,2.191495793766339,1.500000053056283e-07,1.0,0.006715297698974609,1.0,,,,,,,
0,1.3464927673339844,1.0200247764587402,0.02267310582101345,2.707512378692627,4,0.125,0.0,0.0,2.068808246871245,2.0000000233721948e-07,1.0,0.006715297698974609,1.0,,,,,,,
0,1.3464927673339844,1.0200247764587402,0.02267310582101345,2.707512378692627,5,0.109375,0.0,0.0,2.174480179795893,2.499999993688107e-07,1.0,0.006715297698974609,1.0,,,,,,,
0,1.3464927673339844,1.0200247764587402,0.02267310582101345,2.707512378692627,6,0.140625,0.0,0.0,2.0826407072420032,3.000000106112566e-07,1.0,0.006715297698974609,1.0,,,,,,,
0,1.3464927673339844,1.0200247764587402,0.02267310582101345,2.707512378692627,7,0.09375,0.0,0.0,2.1731759151962367,3.4999999343199306e-07,1.0,0.006715297698974609,1.0,,,,,,,
1,1.309701681137085,0.9859189391136169,0.023506687954068184,2.620595693588257,8,0.09375,0.0,0.0,2.182594892161022,4.0000000467443897e-07,1.0,0.006715297698974609,1.0,,,,,,,
1,1.309701681137085,0.9859189391136169,0.023506687954068184,2.620595693588257,9,0.0625,0.0,0.0,2.1082969170115375,4.4999998749517545e-07,1.0,0.006715297698974609,1.0,,,,,,,
1,1.309701681137085,0.9859189391136169,0.023506687954068184,2.620595693588257,10,0.125,0.0,0.0,2.196455382941255,4.999999987376214e-07,1.0,0.006715297698974609,1.0,,,,,,,
1,1.309701681137085,0.9859189391136169,0.023506687954068184,2.620595693588257,11,0.125,0.0,0.0,2.029230022860686,5.499999815583578e-07,1.0,0.006715297698974609,1.0,,,,,,,
1,1.309701681137085,0.9859189391136169,0.023506687954068184,2.620595693588257,12,0.109375,0.0,0.0,2.176202190431816,6.000000212225132e-07,1.0,0.006715297698974609,1.0,,,,,,,
1,1.309701681137085,0.9859189391136169,0.023506687954068184,2.620595693588257,13,0.203125,0.0,0.0,1.9562634913640637,6.500000040432496e-07,1.0,0.006715297698974609,1.0,,,,,,,
1,1.309701681137085,0.9859189391136169,0.023506687954068184,2.620595693588257,14,0.140625,0.0,0.0,2.0352901023864094,6.999999868639861e-07,1.0,0.006715297698974609,1.0,,,,,,,
